date,ndvi_sg,ndvi_sg_scaled
2015-02-23,0.127242334044828,0.10421570922254161
2015-02-28,0.136943816855353,0.1141127790376451
2015-03-05,0.146141420768825,0.123495811491668
2015-03-10,0.154835145785246,0.1323648065846123
2015-03-15,0.163024991904615,0.14071976431647712
2015-03-20,0.172329093301522,0.15021144129930805
2015-03-25,0.180065142537541,0.15810345336357667
2015-03-30,0.185148551270168,0.16328934629439076
2015-04-04,0.186962748869655,0.16514011907327325
2015-04-09,0.185867193234181,0.16402247645900678
2015-04-14,0.183341561368734,0.16144592652455134
2015-04-19,0.180798934588374,0.15885203904874465
2015-04-24,0.178805504737897,0.1568184206022657
2015-04-29,0.17761355505094,0.1556024405816542
2015-05-04,0.17721244905625,0.15519324807879303
2015-05-09,0.177399814916708,0.1553843913337095
2015-05-14,0.17791202955968,0.15590693249373838
2015-05-19,0.178591917874335,0.15660052771500843
2015-05-24,0.179579554250306,0.15760807536064422
2015-05-29,0.180872433089093,0.15892701931796002
2015-06-03,0.182107757283586,0.16018724829903078
2015-06-08,0.184193109895459,0.16231464271820398
2015-06-13,0.188802129664176,0.1670165827536691
2015-06-18,0.197733139945734,0.1761276469077067
2015-06-23,0.212372080916129,0.19106171664042804
2015-06-28,0.233259745039569,0.21237048707703005
2015-07-03,0.25976331580142,0.23940838378855128
2015-07-08,0.289852209705882,0.27010388564612625
2015-07-13,0.320479954574321,0.3013491019869996
2015-07-18,0.348759336198433,0.3301986108433313
2015-07-23,0.372064285800773,0.35397340050760784
2015-07-28,0.389206232200567,0.3714609375778654
2015-08-02,0.400257294364795,0.38273479497745344
2015-08-07,0.406269610381053,0.388868322452121
2015-08-12,0.408890802852165,0.3915423595443967
2015-08-17,0.409925312745974,0.39259772570268486
2015-08-22,0.410797987527258,0.39348799406731855
2015-08-27,0.411364691411674,0.394066123000606
2015-09-01,0.410788107063925,0.3934779144086394
2015-09-06,0.408604362690252,0.3912501445979117
2015-09-11,0.40430079859157,0.3868598183797154
2015-09-16,0.397439335301566,0.37986002437489935
2015-09-21,0.388029557039879,0.37026054002601977
2015-09-26,0.375720369568013,0.3577031928497625
2015-10-01,0.360090221631007,0.3417579328957769
2015-10-06,0.341262716193564,0.3225508550296533
2015-10-11,0.320891235755412,0.3017686748133803
2015-10-16,0.301355288208435,0.2818388722715596
2015-10-21,0.284628910702531,0.2647752821830307
2015-10-26,0.271575953691768,0.2514591706821256
2015-10-31,0.262376068090698,0.24207381054048066
2015-11-05,0.255665895975071,0.2352283578198231
2015-11-10,0.249428164520297,0.22886487041264142
2015-11-15,0.242377640975072,0.2216722045982548
2015-11-20,0.234531963365528,0.21366835399469444
2015-11-25,0.226327804158464,0.20529879461574604
2015-11-30,0.217683337007822,0.19648005045310574
2015-12-05,0.208081529500941,0.18668466544828058
2015-12-10,0.197735205657583,0.17612975426539487
2015-12-15,0.187253126584164,0.165436350955489
2015-12-20,0.177273982555361,0.15525602212566433
2015-12-25,0.168429965209511,0.14623370473074987
2015-12-30,0.161202525924447,0.13886055646200302
2016-01-04,0.155750988920069,0.1332991135995351
2016-01-09,0.151552967690143,0.12901645804993306
2016-01-14,0.147994225245976,0.12538596948320777
2016-01-19,0.145101418172018,0.12243484189459555
2016-01-24,0.143080359071969,0.12037303717831707
2016-01-29,0.141799082498914,0.11906592939452296
2016-02-03,0.140654362665339,0.1178981314060202
2016-02-08,0.139063139130753,0.11627482796665853
2016-02-13,0.137097165472084,0.1142692192432794
2016-02-18,0.135325800685028,0.11246214280889252
2016-02-23,0.134615421570485,0.111737442077145
2016-02-28,0.136031192022029,0.11318175520687507
2016-03-04,0.140247229586387,0.11748279030970299
2016-03-09,0.147067804186588,0.12444087128718787
2016-03-14,0.155249681332945,0.1327876993873464
2016-03-19,0.163317169118659,0.14101783197708656
2016-03-24,0.170362267839586,0.14820496359985932
2016-03-29,0.175909864204128,0.1538644024297999
2016-04-03,0.179352370014255,0.15737631097070495
2016-04-08,0.179660504852577,0.15769065796970494
2016-04-13,0.17625853699055,0.15422010464329056
2016-04-18,0.170027705653402,0.14786365646374147
2016-04-23,0.162832434317029,0.14052332466647857
2016-04-28,0.156742496397251,0.13431061038982178
2016-05-03,0.15310173797174,0.13059645235635944
2016-05-08,0.152309298607427,0.12978803699697403
2016-05-13,0.151627322926726,0.1290923123272588
2016-05-18,0.152324042638619,0.12980307827560258
2016-05-23,0.154399457743106,0.1319203348420054
2016-05-28,0.157853568240187,0.13544408202646724
