date,ndvi_sg_scaled,T2M,PPT,RAD,RH
2016-04-12,0.14770861544397426,32.02,0.07,27.68,17.03
2016-04-17,0.14618185068530656,34.1,0,26.21,17.92
2016-04-22,0.14576789978419732,32.79,0.09,28.06,16.64
2016-04-27,0.14637380071012568,33.77,0.77,24.4,18.35
2016-05-02,0.14754447354987357,33.06,4.9399999999999995,25.23,27.52
2016-05-07,0.14882446985080297,31.01,13,24.01,42.81
2016-05-12,0.15015898866874805,34.49,1.75,25.58,24.21
2016-05-17,0.15158978714801552,34.48,9.08,25.48,38.78
2016-05-22,0.15335027715698962,35.21,6.2,25.13,29.2
2016-05-27,0.15573707032867712,33.45,14.700000000000001,25.06,38.82
2016-06-01,0.15906430464203913,35.01,5.97,21.68,33.54
2016-06-06,0.16308903927840404,34.1,5.34,23.84,41.38
2016-06-11,0.16781127423776937,33.5,9.55,23.29,41.83
2016-06-16,0.1732310095201359,29.24,23.18,17.37,65.71
